,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance,Primary_Manufacturing_Location,Secondary_Manufacturing_Location,Annual_Production_Capacity,Year_Operations_Started
7495,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-11-17,2022-11-17,21,0.31,0.26,0.01,Sweden,China,342446,1997
7496,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2020-01-30,2020-01-30,168,0.35,0.31,0.01,Mexico,Germany,494250,2010
7497,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-03-24,2017-03-24,17,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7498,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-07-20,2016-07-20,61,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7499,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-06-03,2020-06-03,30,0.21,0.25,0.01,UK,Sweden,169318,1991
7500,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-06-28,2019-06-28,78,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7501,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-01-14,2016-01-14,89,0.21,0.25,0.01,UK,Sweden,169318,1991
7502,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-02-15,2018-02-15,81,0.35,0.31,0.01,Mexico,Germany,494250,2010
7503,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,2,Missing,2018-03-27,78,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7504,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2018-04-12,2018-04-12,35,0.23,0.27,0.01,South Korea,China,107624,1995
7505,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-12-01,2015-12-01,30,0.35,0.27,0.01,Mexico,Germany,494250,2010
7506,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2016-09-24,2016-09-24,39,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7507,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-04-14,2020-04-14,96,0.39,0.29,0.01,UK,UK,126978,2020
7508,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-02-06,2020-02-06,39,0.21,0.25,0.01,UK,Sweden,169318,1991
7509,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-05-27,2015-05-27,28,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7510,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-12-19,2022-12-19,25,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7511,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-05-11,2020-05-11,153,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7512,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-01-10,2022-01-10,28,0.29,0.29,0.01,South Korea,China,107624,1995
7513,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-06-23,2018-06-23,70,0.36,0.34,0.01,Sweden,China,378616,2002
7514,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-04-02,2018-04-02,104,0.23,0.22,0.01,Sweden,China,378616,2002
7515,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-04-01,2022-04-01,122,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7516,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2019-09-29,2019-09-29,34,0.23,0.22,0.01,Sweden,China,378616,2002
7517,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2020-03-18,2020-03-18,47,0.23,0.22,0.01,Sweden,China,378616,2002
7518,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-06-16,Missing,48,0.23,0.27,0.01,South Korea,China,107624,1995
7519,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2022-01-30,2022-01-30,128,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7520,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-07-10,2017-07-10,76,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7521,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-06-22,2020-06-22,93,0.33,0.26,0.01,Mexico,Japan,150730,2002
7522,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-06-19,2018-06-19,38,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7523,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,Missing,2019-11-20,121,0.29,0.29,0.01,South Korea,China,107624,1995
7524,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2016-12-13,2016-12-13,69,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7525,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-06-08,2015-06-08,23,0.35,0.27,0.01,Mexico,Germany,494250,2010
7526,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-06-28,2017-06-28,76,0.35,0.27,0.01,Mexico,Germany,494250,2010
7527,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-12-23,2020-12-23,157,0.21,0.25,0.01,UK,Sweden,169318,1991
7528,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2020-01-04,88,0.23,0.22,0.01,Sweden,China,378616,2002
7529,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-10-10,2021-10-10,130,0.37,0.24,0.01,Japan,Sweden,300990,2015
7530,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-04-06,2022-04-06,39,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7531,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2022-03-28,2022-03-28,132,0.21,0.25,0.01,UK,Sweden,169318,1991
7532,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-11-19,2023-11-19,198,0.23,0.27,0.01,South Korea,China,107624,1995
7533,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-11-22,2021-11-22,88,0.23,0.22,0.01,Sweden,China,378616,2002
7534,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2022-07-09,2022-07-09,26,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7535,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,2,2021-08-05,2021-08-05,144,0.37,0.31,0.01,Germany,USA,498290,1998
7536,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2021-03-26,2021-03-26,40,0.35,0.27,0.01,Mexico,Germany,494250,2010
7537,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-09-09,2020-09-09,99,0.23,0.22,0.01,Sweden,China,378616,2002
7538,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-09-06,2016-09-06,26,0.35,0.25,0.01,Japan,Sweden,300990,2015
7539,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-07-29,2022-07-29,105,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7540,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-10-11,2023-10-11,145,0.26,0.29,0.01,UK,UK,291315,2014
7541,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2015-10-16,2015-10-16,94,0.29,0.29,0.01,South Korea,China,107624,1995
7542,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-08-08,2023-08-08,142,0.4,0.22,0.01,UK,UK,291315,2014
7543,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-04-07,2023-04-07,22,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7544,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,7,2015-02-16,2015-02-16,19,0.29,0.29,0.01,South Korea,China,107624,1995
7545,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-05-03,2017-05-03,15,0.21,0.25,0.01,UK,Sweden,169318,1991
7546,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-10-19,Missing,92,0.35,0.31,0.01,Mexico,Germany,494250,2010
7547,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-07-12,2019-07-12,89,0.23,0.27,0.01,South Korea,China,107624,1995
7548,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-05-10,2018-05-10,99,0.33,0.26,0.01,Mexico,Japan,150730,2002
7549,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-09-05,2015-09-05,24,0.26,0.29,0.01,UK,UK,291315,2014
7550,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-02-16,2021-02-16,97,0.35,0.31,0.01,Mexico,Germany,494250,2010
7551,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,Missing,2016-04-20,70,0.31,0.26,0.01,Sweden,China,342446,1997
7552,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-10-09,2021-10-09,211,0.29,0.29,0.01,South Korea,China,107624,1995
7553,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-12-15,Missing,193,0.37,0.24,0.01,Japan,Sweden,300990,2015
7554,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2023-09-29,2023-09-29,125,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7555,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2018-09-23,2018-09-23,101,0.21,0.31,0.01,Mexico,Germany,494250,2010
7556,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2016-10-09,2016-10-09,98,0.35,0.25,0.01,Japan,Sweden,300990,2015
7557,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-06-05,2023-06-05,98,0.4,0.22,0.01,UK,UK,291315,2014
7558,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-03-07,2019-03-07,100,0.37,0.31,0.01,Germany,USA,498290,1998
7559,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2018-05-26,2018-05-26,17,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7560,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2017-12-06,2017-12-06,100,0.29,0.29,0.01,South Korea,China,107624,1995
7561,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2019-04-16,101,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7562,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-03-03,2020-03-03,39,0.37,0.31,0.01,Germany,USA,498290,1998
7563,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2018-03-24,2018-03-24,97,0.37,0.31,0.01,Germany,USA,498290,1998
7564,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2018-08-31,2018-08-31,133,0.37,0.31,0.01,Germany,USA,498290,1998
7565,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,7,2019-12-01,2019-12-01,117,0.26,0.29,0.01,UK,UK,291315,2014
7566,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-03-28,2015-03-28,61,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7567,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-05-06,2023-05-06,213,0.36,0.34,0.01,Sweden,China,378616,2002
7568,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-01-08,2021-01-08,26,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7569,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-01-27,2023-01-27,144,0.35,0.25,0.01,Japan,Sweden,300990,2015
7570,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-11-22,2023-11-22,147,0.37,0.31,0.01,Germany,USA,498290,1998
7571,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-12-19,2023-12-19,149,0.24,0.29,0.01,Sweden,China,342446,1997
7572,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,Missing,2017-05-24,25,0.37,0.31,0.01,Germany,USA,498290,1998
7573,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2021-12-27,2021-12-27,96,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7574,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-08-02,2019-08-02,95,0.26,0.29,0.01,UK,UK,291315,2014
7575,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2018-09-18,2018-09-18,116,0.39,0.29,0.01,UK,UK,126978,2020
7576,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-06-17,2016-06-17,17,0.35,0.31,0.01,Mexico,Germany,494250,2010
7577,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2017-01-13,2017-01-13,94,0.37,0.24,0.01,Japan,Sweden,300990,2015
7578,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,Missing,2019-08-05,28,0.33,0.26,0.01,Mexico,Japan,150730,2002
7579,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-05-12,2021-05-12,55,0.35,0.25,0.01,Japan,Sweden,300990,2015
7580,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2022-05-12,2022-05-12,48,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7581,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-07-20,2021-07-20,119,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7582,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2018-01-20,2018-01-20,76,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7583,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-11-18,2020-11-18,96,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7584,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-08-30,2016-08-30,69,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7585,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-11-26,2016-11-26,103,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7586,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-11-17,2020-11-17,113,0.35,0.27,0.01,Mexico,Germany,494250,2010
7587,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-09-14,2020-09-14,115,0.23,0.22,0.01,Sweden,China,378616,2002
7588,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2016-01-21,2016-01-21,16,0.26,0.29,0.01,UK,UK,291315,2014
7589,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2021-01-13,2021-01-13,111,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7590,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-05-21,2020-05-21,98,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7591,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2023-09-17,2023-09-17,123,0.33,0.26,0.01,Mexico,Japan,150730,2002
7592,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2016-02-04,2016-02-04,83,0.31,0.26,0.01,Sweden,China,342446,1997
7593,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2023-04-23,2023-04-23,120,0.35,0.31,0.01,Mexico,Germany,494250,2010
7594,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2018-09-14,2018-09-14,116,0.4,0.22,0.01,UK,UK,291315,2014
7595,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2021-12-26,2021-12-26,96,0.24,0.29,0.01,Sweden,China,342446,1997
7596,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-12-26,2015-12-26,65,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7597,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-09-16,2023-09-16,44,0.21,0.31,0.01,Mexico,Germany,494250,2010
7598,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2020-12-20,2020-12-20,104,0.24,0.29,0.01,Sweden,China,342446,1997
7599,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-02-10,2021-02-10,136,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7600,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-05-06,Missing,90,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7601,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,2,2017-06-19,2017-06-19,91,0.35,0.25,0.01,Japan,Sweden,300990,2015
7602,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2021-12-16,2021-12-16,37,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7603,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-07-18,2023-07-18,187,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7604,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-10-25,2017-10-25,108,0.39,0.29,0.01,UK,UK,126978,2020
7605,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,2,2015-05-27,2015-05-27,29,0.26,0.35,0.01,UK,Sweden,169318,1991
7606,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-06-17,2017-06-17,69,0.26,0.35,0.01,UK,Sweden,169318,1991
7607,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-07-26,2018-07-26,124,0.35,0.27,0.01,Mexico,Germany,494250,2010
7608,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2020-01-09,2020-01-09,124,0.39,0.29,0.01,UK,UK,126978,2020
7609,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-09-26,2022-09-26,130,0.23,0.27,0.01,South Korea,China,107624,1995
7610,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2015-03-25,2015-03-25,80,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7611,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,2,2017-09-24,2017-09-24,99,0.23,0.27,0.01,South Korea,China,107624,1995
7612,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,Missing,2017-07-05,25,0.23,0.27,0.01,South Korea,China,107624,1995
7613,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-04-22,2020-04-22,40,0.26,0.35,0.01,UK,Sweden,169318,1991
7614,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2018-09-19,2018-09-19,35,0.35,0.31,0.01,Mexico,Germany,494250,2010
7615,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2016-02-14,2016-02-14,99,0.26,0.31,0.01,Mexico,Mexico,206080,1999
7616,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-10-04,2021-10-04,113,0.36,0.23,0.01,Sweden,Sweden,447546,2017
7617,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-10-20,2018-10-20,147,0.23,0.27,0.01,South Korea,China,107624,1995
7618,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-02-05,2018-02-05,117,0.23,0.22,0.01,Sweden,China,378616,2002
7619,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-08-11,2022-08-11,135,0.29,0.29,0.01,South Korea,China,107624,1995
7620,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2015-10-26,2015-10-26,82,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7621,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-11-05,2018-11-05,85,0.23,0.22,0.01,Sweden,China,378616,2002
7622,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2020-07-23,Missing,107,0.29,0.29,0.01,South Korea,China,107624,1995
7623,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,2,2023-02-28,2023-02-28,48,0.23,0.27,0.01,South Korea,China,107624,1995
7624,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-02-12,2020-02-12,18,0.37,0.24,0.01,Japan,Sweden,300990,2015
7625,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2018-11-28,2018-11-28,150,0.37,0.31,0.01,Germany,USA,498290,1998
7626,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-04-28,Missing,34,0.35,0.25,0.01,Japan,Sweden,300990,2015
7627,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-02-10,2017-02-10,68,0.23,0.22,0.01,Sweden,China,378616,2002
7628,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-02-03,2022-02-03,89,0.39,0.29,0.01,UK,UK,126978,2020
7629,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2019-05-15,2019-05-15,23,0.4,0.22,0.01,UK,UK,291315,2014
7630,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-06-14,2019-06-14,91,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7631,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-12-24,2017-12-24,96,0.24,0.29,0.01,Sweden,China,342446,1997
7632,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-09-20,2020-09-20,218,0.23,0.27,0.01,South Korea,China,107624,1995
7633,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2018-10-20,2018-10-20,92,0.36,0.34,0.01,Sweden,China,378616,2002
7634,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-12-21,2021-12-21,98,0.23,0.27,0.01,South Korea,China,107624,1995
7635,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-08-18,2023-08-18,118,0.23,0.27,0.01,South Korea,China,107624,1995
7636,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-03-29,2020-03-29,29,0.26,0.35,0.01,UK,Sweden,169318,1991
7637,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-07-10,2020-07-10,36,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7638,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-02-23,2020-02-23,40,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7639,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,Missing,2019-08-15,117,0.21,0.25,0.01,UK,Sweden,169318,1991
7640,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-02-06,2015-02-06,63,0.4,0.22,0.01,UK,UK,291315,2014
7641,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-12-02,2017-12-02,79,0.35,0.31,0.01,Mexico,Germany,494250,2010
7642,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-09-28,2019-09-28,99,0.21,0.31,0.01,Mexico,Germany,494250,2010
7643,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2015-08-31,2015-08-31,16,0.21,0.25,0.01,UK,Sweden,169318,1991
7644,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2023-01-15,2023-01-15,114,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7645,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2018-03-05,2018-03-05,136,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7646,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2022-05-06,2022-05-06,136,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7647,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2015-12-02,2015-12-02,63,0.4,0.22,0.01,UK,UK,291315,2014
7648,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,4,2017-10-29,2017-10-29,90,0.23,0.27,0.01,South Korea,China,107624,1995
7649,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2022-12-13,2022-12-13,123,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7650,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2017-06-15,2017-06-15,37,0.36,0.22,0.01,Sweden,Sweden,447546,2017
7651,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2018-02-28,2018-02-28,102,0.23,0.22,0.01,Sweden,China,378616,2002
7652,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-10-10,2016-10-10,88,0.23,0.22,0.01,Sweden,China,378616,2002
7653,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2016-11-18,2016-11-18,23,0.35,0.31,0.01,Mexico,Germany,494250,2010
7654,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-08-10,2021-08-10,164,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7655,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2017-03-31,126,0.39,0.22,0.01,Mexico,Mexico,170850,1993
7656,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-12-25,2018-12-25,35,0.25,0.3,0.01,Mexico,Mexico,170850,1993
7657,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-07-12,2020-07-12,117,0.37,0.32,0.01,South Korea,Sweden,72981,2019
7658,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2023-11-21,2023-11-21,218,0.34,0.26,0.01,Mexico,Mexico,206080,1999
7659,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2019-09-23,2019-09-23,112,0.21,0.25,0.01,UK,Sweden,169318,1991
7660,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-04-16,2021-04-16,165,0.35,0.25,0.01,Japan,Sweden,300990,2015
7661,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-02-17,2017-02-17,83,0.36,0.23,0.01,Sweden,Sweden,447546,2017
