,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance
7744,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2017-06-30,2017-06-30,88,0.21,0.31,0.01
7745,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-01-13,2023-01-13,108,0.37,0.32,0.01
7746,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-08-22,2020-08-22,23,0.35,0.25,0.01
7747,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-01-01,Missing,107,0.26,0.31,0.01
7748,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,Missing,2018-07-15,111,0.36,0.23,0.01
7749,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-10-22,2020-10-22,150,0.35,0.25,0.01
7750,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-01-13,2022-01-13,96,0.34,0.26,0.01
7751,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-02-24,2022-02-24,107,0.37,0.31,0.01
7752,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-03-18,2020-03-18,111,0.35,0.25,0.01
7753,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-06-27,2018-06-27,104,0.21,0.25,0.01
7754,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-10-08,2019-10-08,145,0.26,0.31,0.01
7755,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2023-09-04,2023-09-04,272,0.37,0.31,0.01
7756,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-04-18,2022-04-18,146,0.34,0.26,0.01
7757,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2023-01-03,2023-01-03,120,0.26,0.31,0.01
7758,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2023-11-15,2023-11-15,136,0.37,0.32,0.01
7759,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2020-05-01,2020-05-01,82,0.31,0.26,0.01
7760,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2021-11-22,2021-11-22,129,0.26,0.35,0.01
7761,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-01-29,2019-01-29,37,0.35,0.25,0.01
7762,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2018-03-14,2018-03-14,81,0.36,0.23,0.01
7763,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-09-15,2015-09-15,73,0.25,0.3,0.01
7764,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2019-01-20,2019-01-20,80,0.35,0.27,0.01
7765,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2020-10-25,2020-10-25,105,0.35,0.27,0.01
7766,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-10-26,2020-10-26,42,0.36,0.34,0.01
7767,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,Missing,2020-03-11,39,0.34,0.26,0.01
7768,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2016-06-10,2016-06-10,111,0.35,0.25,0.01
7769,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-06-08,2020-06-08,143,0.26,0.29,0.01
7770,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-12-31,2016-12-31,76,0.23,0.22,0.01
7771,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-07-03,2023-07-03,112,0.26,0.35,0.01
7772,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2021-03-10,Missing,102,0.39,0.22,0.01
7773,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2021-04-22,2021-04-22,122,0.36,0.23,0.01
7774,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-05-10,2020-05-10,36,0.23,0.22,0.01
7775,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-02-01,2016-02-01,22,0.23,0.22,0.01
7776,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-03-05,2023-03-05,122,0.23,0.27,0.01
7777,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-08-16,2020-08-16,86,0.4,0.22,0.01
7778,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-08-07,2018-08-07,103,0.37,0.31,0.01
7779,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-10-18,2019-10-18,115,0.24,0.29,0.01
7780,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,7,2020-01-27,2020-01-27,21,0.29,0.29,0.01
7781,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-07-02,2015-07-02,28,0.29,0.29,0.01
7782,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,Missing,2018-06-16,94,0.26,0.29,0.01
7783,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-06-11,2018-06-11,113,0.37,0.31,0.01
7784,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-08-05,2021-08-05,118,0.23,0.22,0.01
7785,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2023-08-22,2023-08-22,105,0.37,0.31,0.01
7786,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2018-11-27,2018-11-27,109,0.23,0.22,0.01
7787,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2015-05-29,2015-05-29,85,0.39,0.22,0.01
7788,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-09-08,2015-09-08,72,0.36,0.23,0.01
7789,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-06-26,2018-06-26,124,0.24,0.29,0.01
7790,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2016-03-20,2016-03-20,55,0.39,0.29,0.01
7791,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-08-27,2020-08-27,93,0.36,0.22,0.01
7792,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-08-19,2015-08-19,70,0.23,0.22,0.01
7793,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-07-01,2020-07-01,39,0.37,0.31,0.01
7794,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-11-17,2022-11-17,158,0.35,0.25,0.01
7795,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-11-20,2017-11-20,34,0.33,0.26,0.01
7796,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-02-13,2017-02-13,120,0.24,0.29,0.01
7797,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2020-09-19,2020-09-19,105,0.37,0.32,0.01
7798,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-12-29,2015-12-29,17,0.26,0.31,0.01
7799,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-10-18,2022-10-18,131,0.36,0.34,0.01
7800,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-01-07,2015-01-07,65,0.23,0.22,0.01
7801,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2019-04-25,2019-04-25,75,0.26,0.29,0.01
7802,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-01-11,2023-01-11,127,0.4,0.22,0.01
7803,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-08-17,2022-08-17,134,0.36,0.22,0.01
7804,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-01-11,2023-01-11,92,0.39,0.29,0.01
7805,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,Missing,2019-05-13,92,0.31,0.26,0.01
7806,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2019-10-12,2019-10-12,84,0.39,0.29,0.01
7807,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,2,2019-01-24,2019-01-24,30,0.35,0.25,0.01
7808,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2022-01-04,2022-01-04,87,0.35,0.27,0.01
7809,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-05-29,2020-05-29,89,0.29,0.29,0.01
7810,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2021-11-01,2021-11-01,35,0.37,0.31,0.01
7811,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2019-02-05,2019-02-05,90,0.26,0.31,0.01
7812,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-04-26,2018-04-26,92,0.21,0.31,0.01
7813,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-10-04,2015-10-04,17,0.33,0.26,0.01
7814,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2020-06-13,2020-06-13,99,0.26,0.35,0.01
7815,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,4,2017-10-10,2017-10-10,88,0.26,0.31,0.01
7816,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-08-17,2016-08-17,16,0.21,0.25,0.01
7817,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2019-06-19,2019-06-19,26,0.39,0.29,0.01
7818,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-01-17,Missing,215,0.33,0.26,0.01
7819,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-03-25,2018-03-25,87,0.26,0.31,0.01
7820,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-09-25,Missing,169,0.25,0.3,0.01
7821,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-01-21,2015-01-21,24,0.23,0.27,0.01
7822,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2021-10-22,2021-10-22,132,0.26,0.29,0.01
7823,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2018-02-28,Missing,80,0.26,0.31,0.01
7824,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-09-09,2022-09-09,34,0.21,0.25,0.01
7825,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-11-07,2019-11-07,83,0.35,0.31,0.01
7826,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,Missing,2022-08-04,131,0.35,0.27,0.01
7827,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-11-19,2018-11-19,100,0.24,0.29,0.01
7828,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-11-25,2019-11-25,91,0.39,0.29,0.01
7829,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,Missing,2022-04-23,164,0.39,0.22,0.01
7830,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2017-03-13,2017-03-13,94,0.29,0.29,0.01
7831,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-02-22,2023-02-22,28,0.23,0.22,0.01
7832,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,Missing,2021-12-25,177,0.21,0.31,0.01
7833,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-06-07,2023-06-07,156,0.26,0.35,0.01
7834,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2023-11-06,2023-11-06,91,0.35,0.25,0.01
7835,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-11-18,2020-11-18,33,0.35,0.25,0.01
7836,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-08-12,2020-08-12,138,0.39,0.29,0.01
7837,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2017-01-27,2017-01-27,82,0.35,0.25,0.01
7838,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-09-07,2021-09-07,21,0.36,0.23,0.01
7839,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-01-23,2020-01-23,91,0.26,0.35,0.01
7840,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-09-09,2022-09-09,162,0.21,0.31,0.01
7841,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,Missing,2021-12-24,36,0.35,0.31,0.01
7842,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-06-03,2022-06-03,170,0.21,0.25,0.01
7843,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-07-23,2017-07-23,20,0.23,0.22,0.01
7844,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2017-08-22,2017-08-22,65,0.35,0.31,0.01
7845,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-01-17,2023-01-17,153,0.39,0.22,0.01
7846,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,2,2019-11-09,2019-11-09,131,0.23,0.27,0.01
7847,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2016-07-08,2016-07-08,77,0.37,0.31,0.01
7848,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-07-07,Missing,41,0.21,0.25,0.01
7849,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2018-04-15,2018-04-15,25,0.4,0.22,0.01
7850,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2020-05-17,2020-05-17,22,0.34,0.26,0.01
7851,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-09-20,2022-09-20,124,0.21,0.25,0.01
7852,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-02-25,2015-02-25,63,0.26,0.29,0.01
7853,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-07-14,2018-07-14,24,0.36,0.22,0.01
7854,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-10-16,2023-10-16,200,0.23,0.22,0.01
7855,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2023-12-03,Missing,44,0.39,0.29,0.01
7856,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2021-10-15,2021-10-15,87,0.35,0.27,0.01
7857,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2018-11-27,2018-11-27,31,0.26,0.29,0.01
7858,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2022-09-20,2022-09-20,91,0.25,0.3,0.01
7859,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-01-31,2015-01-31,58,0.39,0.22,0.01
7860,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-02-06,2018-02-06,17,0.35,0.25,0.01
7861,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-07-16,2016-07-16,34,0.35,0.31,0.01
7862,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-11-18,2021-11-18,179,0.31,0.26,0.01
7863,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-02-03,2017-02-03,30,0.39,0.29,0.01
7864,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-02-19,2015-02-19,22,0.26,0.35,0.01
7865,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-04-02,2017-04-02,17,0.36,0.34,0.01
7866,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,2,2023-10-08,2023-10-08,148,0.37,0.24,0.01
7867,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,Missing,2019-09-30,113,0.26,0.29,0.01
7868,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-06-09,2023-06-09,95,0.31,0.26,0.01
7869,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2018-10-18,2018-10-18,39,0.37,0.31,0.01
7870,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-03-08,2023-03-08,134,0.23,0.22,0.01
7871,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,2,2022-04-12,2022-04-12,167,0.29,0.29,0.01
7872,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-06-01,Missing,34,0.36,0.23,0.01
7873,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-11-20,2021-11-20,107,0.25,0.3,0.01
7874,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2022-03-17,2022-03-17,34,0.23,0.22,0.01
7875,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-07-24,2022-07-24,89,0.23,0.27,0.01
7876,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2021-07-14,2021-07-14,130,0.33,0.26,0.01
7877,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-12-23,2021-12-23,158,0.36,0.34,0.01
7878,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-05-23,2015-05-23,73,0.29,0.29,0.01
7879,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-08-21,2022-08-21,191,0.37,0.32,0.01
7880,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-12-07,2021-12-07,211,0.35,0.25,0.01
7881,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2022-01-27,2022-01-27,140,0.23,0.22,0.01
7882,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,2,2017-05-18,2017-05-18,91,0.26,0.35,0.01
7883,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2017-04-09,2017-04-09,152,0.21,0.31,0.01
7884,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-09-26,Missing,130,0.39,0.29,0.01
7885,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,Missing,2018-10-06,105,0.23,0.27,0.01
7886,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,Missing,2015-11-15,67,0.35,0.31,0.01
7887,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-01-25,2022-01-25,123,0.23,0.27,0.01
7888,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2021-09-24,2021-09-24,120,0.39,0.22,0.01
7889,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-08-19,2021-08-19,218,0.26,0.35,0.01
7890,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-09-05,2022-09-05,180,0.37,0.24,0.01
7891,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2023-10-24,2023-10-24,111,0.24,0.29,0.01
7892,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2017-02-17,2017-02-17,75,0.35,0.25,0.01
7893,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2015-01-13,2015-01-13,54,0.35,0.27,0.01
7894,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2022-11-26,2022-11-26,186,0.26,0.35,0.01
7895,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2023-06-23,2023-06-23,135,0.24,0.29,0.01
7896,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2023-03-09,2023-03-09,197,0.36,0.23,0.01
7897,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2018-10-22,2018-10-22,77,0.4,0.22,0.01
7898,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2022-08-06,2022-08-06,184,0.21,0.25,0.01
7899,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-03-14,2023-03-14,43,0.21,0.31,0.01
7900,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-04-10,2017-04-10,91,0.36,0.23,0.01
7901,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-05-10,2020-05-10,31,0.21,0.25,0.01
7902,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-04-13,Missing,95,0.36,0.22,0.01
7903,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-05-30,2015-05-30,71,0.26,0.31,0.01
7904,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-06-17,2016-06-17,63,0.36,0.23,0.01
7905,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-09-16,2015-09-16,61,0.33,0.26,0.01
7906,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-07-25,2022-07-25,106,0.35,0.25,0.01
7907,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-12-15,2021-12-15,164,0.36,0.34,0.01
7908,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2023-08-20,2023-08-20,162,0.36,0.34,0.01
7909,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2018-08-22,2018-08-22,78,0.4,0.22,0.01
7910,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-01-17,2020-01-17,35,0.39,0.29,0.01
7911,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-10-14,2022-10-14,170,0.37,0.32,0.01
7912,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-06-19,2022-06-19,103,0.34,0.26,0.01
7913,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-09-15,2018-09-15,113,0.23,0.27,0.01
7914,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-04-08,2015-04-08,108,0.39,0.29,0.01
7915,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-02-05,2017-02-05,91,0.24,0.29,0.01
7916,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-04-16,2016-04-16,70,0.37,0.32,0.01
7917,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-01-20,2017-01-20,107,0.23,0.27,0.01
7918,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2015-08-13,2015-08-13,64,0.21,0.25,0.01
7919,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-07-20,2017-07-20,18,0.25,0.3,0.01
7920,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2017-01-18,2017-01-18,118,0.39,0.22,0.01
7921,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2015-01-08,2015-01-08,64,0.34,0.26,0.01
7922,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-09-14,2019-09-14,112,0.36,0.22,0.01
7923,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-02-12,2017-02-12,72,0.39,0.29,0.01
7924,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2019-02-12,2019-02-12,108,0.36,0.23,0.01
7925,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2020-10-05,2020-10-05,91,0.25,0.3,0.01
7926,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-11-27,2022-11-27,111,0.31,0.26,0.01
7927,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2022-03-10,2022-03-10,160,0.21,0.31,0.01
7928,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-07-03,2015-07-03,92,0.21,0.31,0.01
7929,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,Missing,2018-05-03,84,0.21,0.31,0.01
7930,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2022-01-05,2022-01-05,123,0.26,0.29,0.01
7931,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-01-02,2018-01-02,105,0.24,0.29,0.01
7932,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2023-12-13,2023-12-13,31,0.34,0.26,0.01
7933,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-07-30,2017-07-30,102,0.21,0.25,0.01
7934,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-05-15,2023-05-15,108,0.36,0.23,0.01
7935,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-02-21,2016-02-21,62,0.36,0.23,0.01
7936,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-08-19,Missing,137,0.36,0.34,0.01
7937,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2015-11-10,2015-11-10,24,0.36,0.22,0.01
7938,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-12-07,2020-12-07,107,0.36,0.34,0.01
7939,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2020-08-28,2020-08-28,36,0.35,0.31,0.01
7940,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-07-24,2022-07-24,37,0.39,0.29,0.01
7941,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2022-05-19,2022-05-19,97,0.37,0.32,0.01
7942,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,Missing,2019-01-29,102,0.35,0.25,0.01
7943,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-01-24,2023-01-24,43,0.21,0.31,0.01
7944,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2021-12-31,2021-12-31,138,0.35,0.25,0.01
7945,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-11-20,2020-11-20,121,0.23,0.27,0.01
7946,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-11-10,2021-11-10,155,0.36,0.23,0.01
