,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
8353,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-09-30,2023-09-30,53
8354,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-03-09,2019-03-09,90
8355,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-07-20,2017-07-20,26
8356,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-08-31,2022-08-31,108
8357,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-10-20,2016-10-20,71
8358,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-02-08,2022-02-08,21
8359,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-05-12,2022-05-12,92
8360,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-06-04,2021-06-04,99
8361,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-01-05,Missing,24
8362,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-10-26,2016-10-26,83
8363,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2021-07-07,2021-07-07,98
8364,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2020-05-02,2020-05-02,102
8365,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2021-03-16,Missing,133
8366,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2020-11-07,2020-11-07,189
8367,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-07-03,2021-07-03,24
8368,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-08-15,2019-08-15,78
8369,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2018-07-23,2018-07-23,105
8370,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2022-11-02,2022-11-02,34
8371,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-06-12,2017-06-12,33
8372,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2016-04-12,2016-04-12,85
8373,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-01-31,2020-01-31,156
8374,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-08-26,2023-08-26,120
8375,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-03-31,2021-03-31,182
8376,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2019-01-04,2019-01-04,29
8377,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-05-16,2021-05-16,108
8378,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-09-09,2017-09-09,103
8379,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-06-03,2020-06-03,30
8380,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-09-07,2015-09-07,78
8381,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-02-26,2021-02-26,107
8382,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2015-04-06,2015-04-06,26
8383,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2022-04-19,2022-04-19,100
8384,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-12-04,2023-12-04,51
8385,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-07-06,2018-07-06,94
8386,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-06-26,2019-06-26,76
8388,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2016-12-17,2016-12-17,89
8389,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-02-18,2019-02-18,17
8390,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2020-08-18,2020-08-18,116
8392,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2022-01-16,2022-01-16,95
8393,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-01-10,2017-01-10,83
8394,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-06-20,2023-06-20,92
8395,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-07-06,2021-07-06,35
8396,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-07-21,2017-07-21,37
8397,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2018-09-18,2018-09-18,109
8398,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-01-28,2017-01-28,70
8399,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-06-14,2022-06-14,124
8400,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2016-12-05,2016-12-05,96
8401,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-06-14,2021-06-14,90
8402,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,Missing,Missing,79
8403,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-06-28,2019-06-28,112
8404,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-01-22,2022-01-22,176
8405,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2021-11-21,2021-11-21,102
8406,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2019-10-26,2019-10-26,40
8407,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2018-04-25,2018-04-25,19
8408,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-10-05,2016-10-05,28
8410,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-05-18,2019-05-18,116
8411,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2023-08-04,2023-08-04,34
8412,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2021-06-29,2021-06-29,91
8414,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-10-02,2021-10-02,133
8415,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-05-10,2023-05-10,109
8416,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-02-23,2015-02-23,22
8417,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-02-17,2019-02-17,131
8418,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2018-05-02,2018-05-02,135
8419,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2020-02-28,2020-02-28,122
8420,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,2,2019-01-25,Missing,118
8421,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2015-12-08,2015-12-08,20
8422,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-04-26,2020-04-26,24
8423,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-08-04,2017-08-04,98
8424,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2017-11-13,Missing,30
8425,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2020-08-29,2020-08-29,113
8426,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2021-05-22,2021-05-22,131
8427,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2017-08-20,2017-08-20,71
8428,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-08-16,2021-08-16,23
8429,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-04-08,2015-04-08,77
8430,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2021-05-26,Missing,132
8431,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,Missing,2022-09-21,32
8432,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,7,2016-09-26,2016-09-26,81
8433,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2016-11-17,2016-11-17,90
8434,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2022-01-10,2022-01-10,127
8435,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-03-23,2022-03-23,38
8436,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2020-10-06,2020-10-06,115
8437,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-04-01,2022-04-01,145
8438,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-12-17,2015-12-17,64
8439,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-10-14,2018-10-14,109
8440,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-05-21,2022-05-21,93
8441,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,Missing,2023-07-31,45
8442,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-06-13,2020-06-13,114
8443,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-07-19,2016-07-19,68
8444,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-08-06,2015-08-06,54
8445,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2016-08-28,2016-08-28,82
8446,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-05-22,2019-05-22,128
8447,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-06-06,2017-06-06,33
8448,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2019-01-11,2019-01-11,48
8449,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2020-03-25,Missing,165
8450,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2015-07-19,2015-07-19,20
8451,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-09-17,2021-09-17,40
8452,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2015-10-15,2015-10-15,92
8453,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-04-20,2020-04-20,82
8454,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2023-05-14,2023-05-14,109
8455,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-09-16,2020-09-16,92
8456,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2016-01-17,2016-01-17,91
8457,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2023-05-11,Missing,121
8459,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-03-13,2021-03-13,110
8460,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-08-29,2018-08-29,106
8461,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2015-06-02,2015-06-02,74
8462,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2015-08-30,2015-08-30,83
8463,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-11-06,2015-11-06,73
8464,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,2018-04-06,118
8465,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2015-11-27,93
8466,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-08-06,2015-08-06,73
8467,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-05-05,2015-05-05,90
8468,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2020-04-07,2020-04-07,119
8469,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-06-04,2022-06-04,96
8470,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-09-25,2015-09-25,29
8471,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-06-08,Missing,97
8472,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2017-03-19,2017-03-19,86
8473,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,Missing,2016-04-24,91
8474,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2020-11-30,Missing,109
8475,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2017-05-25,2017-05-25,18
8476,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2021-09-04,2021-09-04,41
8477,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-05-21,2020-05-21,98
8478,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2017-03-01,2017-03-01,18
8479,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2016-08-14,2016-08-14,140
8480,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2023-01-26,2023-01-26,133
8481,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-12-23,2021-12-23,27
8482,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,7,2015-08-13,2015-08-13,77
8483,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-11-28,2023-11-28,215
8484,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2017-03-23,2017-03-23,42
8485,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2023-05-12,2023-05-12,45
8486,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2023-07-25,2023-07-25,153
8487,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2019-02-26,2019-02-26,32
8488,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2020-04-03,2020-04-03,26
8489,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2016-10-16,2016-10-16,80
8490,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-03-09,2023-03-09,243
8491,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,Missing,2018-03-16,93
8492,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-02-28,2015-02-28,53
8493,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2018-07-30,2018-07-30,35
8494,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,2,2019-02-04,2019-02-04,133
8495,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2021-10-22,2021-10-22,92
8496,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-07-05,2022-07-05,108
8497,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-12-30,2023-12-30,141
8498,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-06-06,2018-06-06,84
8499,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2016-03-17,2016-03-17,77
8500,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-12-10,2017-12-10,85
8501,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-07-13,2017-07-13,29
8502,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,Missing,2017-04-03,19
8503,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-04-27,2023-04-27,38
8504,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2020-07-18,2020-07-18,22
8505,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-07-13,2022-07-13,172
8506,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,2015-12-21,2015-12-21,78
8507,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,Missing,2015-02-20,14
8508,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2022-12-11,2022-12-11,152
8509,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,2023-03-02,2023-03-02,212
8510,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-09-13,Missing,95
8511,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-08-25,2015-08-25,16
8513,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,7,2021-03-06,2021-03-06,107
8514,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-11-04,2020-11-04,109
8515,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2016-08-18,2016-08-18,74
8516,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2020-01-20,2020-01-20,30
8517,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-07-03,2017-07-03,82
8518,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2021-11-04,2021-11-04,108
8519,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2017-10-16,2017-10-16,94
8520,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-03-01,2017-03-01,38
8521,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-05-30,2019-05-30,32
8522,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-10-09,2020-10-09,83
8523,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,Missing,2015-01-01,58
8524,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-05-14,2022-05-14,137
8526,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-08-05,2016-08-05,88
8527,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-05-10,2016-05-10,72
8528,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-01-01,2022-01-01,47
8529,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2021-05-09,2021-05-09,101
8531,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-09-23,2015-09-23,85
8532,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-06-04,2020-06-04,98
8533,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2015-10-19,2015-10-19,65
8534,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2020-05-11,2020-05-11,46
8535,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2017-03-21,2017-03-21,83
8536,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-12-15,2023-12-15,113
8537,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2015-07-20,2015-07-20,80
8538,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2016-03-21,2016-03-21,42
8539,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-03-20,2023-03-20,52
8540,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2019-08-13,2019-08-13,116
8541,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2015-06-14,2015-06-14,83
8542,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2023-09-28,2023-09-28,122
8543,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,7,2021-05-22,2021-05-22,43
8544,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2017-03-11,2017-03-11,89
8545,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-04-21,2015-04-21,68
8546,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-01-25,2022-01-25,136
8547,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-01-26,2021-01-26,39
8548,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-05-24,2015-05-24,79
8549,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2021-10-23,2021-10-23,170
8551,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-12-24,Missing,160
8552,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-07-20,2018-07-20,89
8553,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-08-13,2023-08-13,27
8554,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-04-20,2016-04-20,78
8555,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,2,2017-02-23,2017-02-23,30
8556,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,Missing,2015-08-13,64
8558,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2019-07-02,2019-07-02,105
8560,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,2,2018-05-23,2018-05-23,94
8561,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2017-01-11,2017-01-11,101
8562,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-06-20,2017-06-20,79
8563,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2017-08-02,2017-08-02,126
8564,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2018-07-20,2018-07-20,30
8565,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2022-03-08,2022-03-08,51
8566,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-08-11,2016-08-11,34
8567,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2018-02-03,2018-02-03,129
8568,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,7,2019-12-15,2019-12-15,41
8569,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-09-18,2022-09-18,163
8570,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-07-28,2016-07-28,37
8571,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2023-09-15,2023-09-15,152
8572,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2022-10-09,2022-10-09,93
8573,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,7,2018-05-11,2018-05-11,97
8574,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2016-01-24,2016-01-24,18
8575,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2021-12-11,2021-12-11,104
8576,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2023-05-30,2023-05-30,91
8577,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,Missing,2023-02-07,147
8578,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-12-08,2016-12-08,94
8579,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2021-09-26,2021-09-26,151
8580,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2017-06-23,2017-06-23,82
8581,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2018-02-23,2018-02-23,16
8582,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-02-24,2017-02-24,73
8583,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-07-26,2023-07-26,43
8584,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2017-07-22,2017-07-22,94
8585,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,2,2023-06-26,2023-06-26,39
8586,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-07-17,2015-07-17,30
8587,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,7,2019-06-24,2019-06-24,89
8588,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,2,2019-10-21,2019-10-21,33
8589,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-02-28,2021-02-28,82
8590,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2020-01-24,2020-01-24,84
8591,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-07-03,2016-07-03,101
8592,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-06-04,2016-06-04,76
8593,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2020-02-12,2020-02-12,119
8594,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-10-04,2022-10-04,150
8595,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2017-10-03,2017-10-03,35
8596,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-04-10,2016-04-10,23
8597,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-03-09,2022-03-09,135
8598,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-07-05,2020-07-05,104
8599,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2023-05-22,2023-05-22,108
8600,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-10-20,2015-10-20,72
8601,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2019-12-29,2019-12-29,36
8602,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,2,2023-07-23,2023-07-23,40
8603,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,7,2020-04-21,2020-04-21,132
8604,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-01-14,2020-01-14,35
8605,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-07-06,2022-07-06,97
8606,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-02-08,2018-02-08,28
8607,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,2,2015-07-27,2015-07-27,26
8608,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,7,2015-05-03,2015-05-03,62
8609,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-04-23,2019-04-23,136
8610,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2019-01-06,2019-01-06,20
8611,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-03-07,2022-03-07,114
